actor,imdb_mean
Jeong-hak Park,5.7
Jeong-hee Moon,6.7
Jeong-hwa Yang,3.95
Jeong-shin Woo,4.9
Jerald Napoles,6.3
Jeremiah Brent,7.8
Jeremiah Sparks,5.2
Jeremiah Tower,6.5
Jeremiah W. Birkett,8.1
Jeremiah Zhang,8.4
Jeremie Harris,5.400000000000001
Jeremie Phenom Thomas,6.3
Jeremy Allen White,6.1
Jeremy Blackman,8.0
Jeremy Bobb,7.9
Jeremy Bulloch,5.9
Jeremy Foley,6.0
Jeremy Glazer,5.9
Jeremy Howard,4.9
Jeremy Irons,6.95
Jeremy Irvine,7.25
Jeremy Jackson,7.9
Jeremy Jordan,6.0
Jeremy Lawson,5.1
Jeremy Levy,6.9
Jeremy Lindsay Taylor,6.733333333333333
Jeremy Linn,4.9
Jeremy McWilliams,6.3
Jeremy Miliker,7.2
Jeremy Northam,7.949999999999999
Jeremy Parr,6.5
Jeremy Piven,6.733333333333333
Jeremy Pope,7.6
Jeremy Ratchford,6.6
Jeremy Ray Taylor,5.6
Jeremy Renner,6.5
Jeremy Scott,6.5
Jeremy Shada,8.25
Jeremy Shamos,7.1
Jeremy Sisto,5.6
Jeremy Slate,7.6
Jeremy Strong,7.6
Jeremy Sumpter,7.0
Jeremy Swift,5.6
Jeremy Thomas,6.6
Jeri Ryan,7.3
Jerjes Jbara,7.3
Jermaine 'Huggy' Hopkins,5.4
Jermaine Dupri,5.5
Jermaine Love,2.9000000000000004
Jermaine Washington,4.2
Jerod Haynes,6.2
Jerod Meagher,4.2
Jeroen Perceval,7.449999999999999
Jerome Ehlers,6.9
Jerome Flynn,8.45
Jerome Holder,5.1
Jerome Kurnia,6.433333333333333
Jerri Manthey,5.6
Jerry G. Angelo,4.1
Jerry Grayson,4.5
Jerry Hauck,7.5
Jerry Jewell,7.4
Jerry Kernion,7.1
Jerry Lambert,7.1
Jerry Lewis,5.800000000000001
Jerry MacKinnon,5.1
Jerry Matz,6.1
Jerry Minor,6.1
Jerry O'Connell,5.65
Jerry O'Hara,6.2
Jerry Orbach,5.6
Jerry Reed,6.2
Jerry Seinfeld,6.866666666666667
Jerry Stiller,6.199999999999999
Jerry Stovin,7.6
Jerry Yeo,8.0
Jeryl Prescott,5.2
Jerzy Bińczycki,7.2
Jerzy Block,6.4
Jerzy Dobrowolski,7.6
Jerzy Nowak,6.9
Jerzy Stuhr,6.45
Jerzy Zelnik,6.9
Jerónimo Giocondo Bosia,6.4
Jes Macallan,6.8
Jesese Mungoshi,6.1
Jesper Christensen,6.6
Jess Harnell,7.066666666666667
Jess Kuss,4.7
Jess Rowland,6.3
Jess Walton,5.1
Jess Weixler,5.9
Jess Zhang,5.3
Jessa Zarubica,7.5
Jessalyn Wanlim,7.6
Jessamine-Bliss Bell,5.1
Jesse Bostick,6.0
Jesse Camacho,5.1
Jesse Carere,6.0
Jesse Eisenberg,6.885714285714285
Jesse Garcia,7.2
Jesse Hutch,3.5
Jesse Inocalla,8.4
Jesse James,6.0
Jesse L. Martin,7.7
Jesse McCartney,6.333333333333333
Jesse Metcalfe,3.3
Jesse Moss,6.833333333333333
Jesse Pepe,4.4
Jesse Plemons,7.257142857142858
Jesse Posey,6.6
Jesse Rath,7.3
Jesse Richman,6.6
Jesse Steccato,5.3
Jesse Williams,6.800000000000001
Jesseca Liu,6.05
Jessi Klein,8.0
Jessica Alba,5.220000000000001
Jessica Alexander,6.4
Jessica Allain,8.2
Jessica Amlee,7.65
Jessica Andres,4.0
Jessica Barden,6.824999999999999
Jessica Bell,8.2
Jessica Biel,6.220000000000001
Jessica Brown Findlay,6.75
Jessica Capshaw,6.85
Jessica Carlson,5.8
Jessica Chaffin,6.05
Jessica Chastain,6.757142857142857
Jessica Clark,5.7
Jessica Collins,7.7
Jessica Cressy,2.6
Jessica De Gouw,5.633333333333333
Jessica DiCicco,6.3
Jessica Dinnage,6.3
Jessica Elaina Eason,5.8
Jessica Gee-George,6.5
Jessica Hann,7.1
Jessica Hecht,6.633333333333333
Jessica Henwick,7.6
Jessica Hester Hsuan,7.9
Jessica Hynes,7.8
Jessica Juarez,8.2
Jessica Lange,7.066666666666666
Jessica Lindsey,7.5
Jessica Lowndes,4.25
Jessica Lu,6.6
Jessica Lucas,7.45
Jessica Madsen,4.2
Jessica Marie Garcia,8.0
Jessica Matten,7.2
Jessica Mauboy,7.0
Jessica McManus,7.0
Jessica Meraz,4.2
Jessica Mila,5.466666666666666
Jessica Norris,4.9
Jessica Paquet,6.25
Jessica Parker Kennedy,6.75
Jessica Paré,8.6
Jessica Pohly,6.1
Jessica Raine,8.4
Jessica Rey,6.3
Jessica Sanjuan,4.8
Jessica Schwarz,6.7
Jessica Serfaty,5.4
Jessica Serna,6.2
Jessica Simpson,5.3
Jessica Stroup,3.9
Jessica Sula,6.550000000000001
Jessica Szohr,6.15
Jessica Taylor-Bearman,5.0
Jessica Tovey,6.2
Jessica Turner,6.6
Jessica Vanessa DeLeon,4.7
Jessica Walter,6.949999999999999
Jessica Williams,6.5
Jessica-Jane Stafford,3.4
Jessie Buckley,6.8
Jessie Chang,7.7
Jessie Flower,9.2
Jessie Jordan,4.3
Jessie Li,6.0
Jessie Paege,2.8
Jessie T. Usher,5.3
Jessika Van,7.0
Jessy Schram,7.0
Jesus Luz,5.4
Jesuíta Barbosa,4.7
Jesús Abad Colorado,8.1
Jesús Báez,6.9
Jesús Carroza,6.6
Jesús Castejón,5.1
Jesús Castro,7.0
Jesús Mosquera,6.4
Jesús Ruyman,7.0
Jet Chao,7.550000000000001
Jet Jurgensmeyer,8.1
Jet Li,6.433333333333334
Jet Tranter,5.6
Jett Klyne,5.35
Jett Pangan,6.5
Jewel Thais-Williams,6.7
Jeyan Cherthala,4.1
Jhansi,6.233333333333333
Jhanvi Dwivedi,5.9
Jharrel Jerome,7.566666666666667
Jhilmil Hazrika,7.7
Jhon Rachid,2.6
Jhonen Vasquez,7.5
Jhong Hilario,6.15
Ji Chang-wook,7.699999999999999
Ji Dae-han,8.3
Ji E-su,8.0
Ji Li,6.1
Ji Seung-hyeon,6.3
Ji Soo,7.933333333333333
Ji Su,5.0
Ji Su-won,5.7
Ji Xiangning,7.8
Ji-a Min,7.9
Ji-a Park,7.0
Ji-an Kim,8.0
Ji-ho Oh,6.7
Ji-hye Wang,6.8
Ji-hyun Nam,6.65
Ji-min Han,7.1
Ji-won Eun,8.2
Ji-won Ha,8.1
Ji-won Uhm,7.1
Ji-yeon Park,6.3
Jia Zhengyu,5.7
Jian Chang,7.7
Jian Man-shu,7.1
Jiang Guangtao,8.2
Jiang Huiqin,8.2
Jiang Long,7.8
Jiang Luxia,6.1
Jiang Mengjie,6.25
Jiang Shuying,7.8
Jiang Xueming,7.8
Jiang Yiyan,6.0
Jiang Yongbo,6.9
Jianqiang Hu,6.5
Jianwen Zhang,6.5
Jiavani Linayao,6.1
Jiayu Xie,5.2
Jibrail Rajhula,6.9
Jibrayl Ahmed Rajput,6.0
Jidapa Siribunchawan,7.6
Jide Kosoko,5.639999999999999
Jiemeng Zhuang,5.2
Jigna Bharadhwaj,6.2
Jigna Bhardwaj,5.05
Jihae,7.5
Jihane Khalil,6.8
Jiiva,4.9
Jill Baker,6.6
Jill Clayburgh,6.3
Jill Eikenberry,5.95
Jill Flint,7.2
Jill Halfpenny,5.1
Jill Hennessy,5.6
Jill Hsu,7.2
Jill Killington,6.3
Jill Marie Jones,7.133333333333333
Jill Morrison,4.1
Jill Quigg,7.8
Jill Schirnhofer,4.55
Jill Scott,5.75
Jill Talley,7.75
Jill Wagner,6.2
Jillian Bell,8.2
Jillian Marie,6.0
Jillian Michaels,7.85
Jillian Nelson,3.3
Jim Backus,7.7
Jim Barone,5.2
Jim Beaver,7.300000000000001
Jim Belushi,5.4
Jim Boeven,7.0
Jim Broadbent,6.823076923076924
Jim Capobianco,8.3
Jim Carrey,5.75
Jim Carter,6.3
Jim Caviezel,6.625
Jim Codrington,5.2
Jim Cummings,6.375
Jim Fowler,5.1
Jim Gaffigan,6.944444444444444
Jim Gleason,6.2
Jim Haynie,5.9
Jim Henson,7.2
Jim Howick,4.5
Jim Iyke,5.725
Jim Jefferies,6.733333333333333
Jim Kelly,7.7
Jim Mallon,8.5
Jim McLarty,6.6
Jim Meskimen,5.900000000000001
Jim Morrison,4.8
Jim Muñoz,6.7
Jim Nicholson,6.4
Jim Norton,6.525
Jim O'Brien,5.7
Jim O'Heir,6.566666666666666
Jim Parrack,5.066666666666667
Jim Parsons,7.083333333333333
Jim Piddock,5.7
Jim Rash,7.2
Jim Sarbh,7.050000000000001
Jim Siedow,6.2
Jim Sturgess,6.883333333333333
Jim True-Frost,7.3
Jim Ward,4.9
Jim Watson,6.266666666666666
Jimena Barón,5.5
Jimena Cuarón,6.0
Jimena Durán,7.9
Jimi Hendrix,6.3
Jimi the Quiff,8.0
Jimmi Simpson,7.75
Jimmie Fails,7.1
Jimmy Akingbola,6.3
Jimmy Bennett,5.4
Jimmy Carr,7.033333333333334
Jimmy Castro,5.3
Jimmy Deshler,4.3
Jimmy Gambina,8.1
Jimmy Graham,6.7
Jimmy Heath,7.3
Jimmy Hibbert,7.4
Jimmy Jean-Louis,6.15
Jimmy Moses,7.4
Jimmy O. Yang,6.8
Jimmy Odukoya,6.5
Jimmy Palumbo,6.3
Jimmy Sharma,5.9
Jimmy Shaw,5.6
Jimmy Sheirgill,6.6
Jimmy Shergill,6.4416666666666655
Jimmy Shubert,7.5
Jimmy Smallhorne,6.4
Jimmy Smits,7.550000000000001
Jimmy Tatro,5.866666666666667
Jimmy Vee,7.0
Jimmy Wong,4.5
Jimmy Zoppi,7.2
Jin Auyeung,5.3
Jin Hee-kyung,8.5
Jin Seon-kyu,6.3
Jin Shirasu,6.7
Jin Song,8.2
Jin Urayama,7.5
Jin Won,6.6
Jin-joo Park,6.8
Jin-mo Joo,7.2
Jin-soo Kim,6.8
Jin-wook Hong,3.0
Jin-young Jang,7.2
Jin-young Jung,7.2
Jing Boran,7.7
Jing Wu,6.0
Jing Xiang,6.7
Jing-Jing Yung,6.0
Jinmai Zhao,6.0
Jinu,7.1
Jinu Joseph,6.5
Jinyoung,7.6
Jip van den Dool,5.6
Jirakit Thawornwong,7.1
Jirayu La-ongmanee,7.1
Jirayus Khawbaimai,6.9
Jiro Manio,5.5
Jiro Ono,7.9
Jiro Wang,6.266666666666666
Jirí Mádl,4.1
Jisca Kalvanda,7.4
Jishu Sengupta,7.3
Jitendra Joshi,6.966666666666666
Jitendra Kumar,7.0
Jitendra Shastri,5.8
Jivan Karlakar,7.2
Jo Allen,8.2
Jo Anne Worley,5.1
Jo Ellen Pellman,6.0
Jo Han-sun,7.2
Jo Hartley,6.3
Jo Hye-joo,7.1
Jo Hyun-jung,2.4
Jo Joyner,8.6
Jo Koy,6.3
Jo Marie Payton,7.6
Jo Stone,4.7
Jo Van Fleet,8.1
Jo Woo-jin,6.933333333333334
Jo Woodcock,7.0
Jo Wyatt,7.3
JoAnna Garcia Swisher,7.4
JoBeth Williams,6.550000000000001
Joachim Bissmeier,6.5
Joan Allen,7.75
Joan Blondell,7.25
Joan Borysenko,7.0
Joan Chen,7.175
Joan Collins,3.7
Joan Cusack,6.554545454545454
Joan Didion,7.4
Joan Juliet Buck,7.0
Joan Pera,6.4
Joan Plowright,6.5
Joan Rivers,6.6
Joanna Bessey,8.9
Joanna Christie,8.8
Joanna Douglas,5.9
Joanna Gleason,7.2
Joanna Going,7.133333333333333
Joanna Hausmann,3.6
Joanna Kulig,6.95
Joanna Larequi,6.5
Joanna Lewis,5.5
Joanna Merlin,6.3
Joanna Ruiz,7.050000000000001
Joanna Scanlan,6.35
Joanna Vanderham,6.6
Joanne Boland,5.9
Joanne Crawford,5.6
Joanne Froggatt,6.3
Joanne Peh,7.166666666666667
Joanne Samuel,6.9
Joanne Tseng,7.7
Joanne Vannicola,6.7
Joanne Whalley,7.9
Joaquim Lopes,5.8
Joaquin Cosio,8.4
Joaquin Phoenix,7.6
Joaquín Climent,6.459999999999999
Joaquín Cosio,7.2
Joaquín Cosío,7.4
Joaquín Emanuel,5.7
Joaquín Furriel,6.433333333333333
Joaquín Galletero,6.8
Joaquín Núñez,6.4
Joaquín Reyes,4.6
Joavany Álvarez,4.9
Jocelin Donahue,5.1
Jocelyn Choi,6.0
Jocelyn Osorio,3.5
Jocelyne Béroard,5.2
Jocelyne Loewen,5.5
Jochen Barkas,5.1
Jochum ten Haaf,6.9
Jock Soto,7.1
Jodelle Ferland,6.06
Jodhi May,7.199999999999999
Jodi Benson,6.5
Jodi Carol Harrison,4.2
Jodi Lyn O'Keefe,5.4
Jodi Weatherton,5.3
Jodie Foster,7.249999999999999
Jodie Sweetin,5.75
Jodie Turner-Smith,5.9
Jodie Whittaker,7.4750000000000005
Joe Adler,7.7
Joe Alaskey,5.9
Joe Amodei,6.1
Joe Anderson,6.0
Joe Anoa'i,5.7
Joe Armstrong,8.4
Joe Billingiere,6.6
Joe Chen,6.95
Joe Cheng,7.6
Joe Chrest,5.4
Joe Cobden,6.3
Joe Cole,7.040000000000001
Joe David Walters,4.4
Joe Dempsie,5.466666666666666
Joe Diaz,5.3
Joe Dispenza,7.0
Joe Don Baker,6.966666666666668
Joe Dorsey,6.4
Joe Egan,5.4
Joe Egender,5.9
Joe Flizzow,6.3
Joe Gnoffo,5.6
Joe Grifasi,6.3
Joe Hurst,5.6
Joe Inscoe,5.7
Joe Jackson,6.4
Joe Keery,7.666666666666667
Joe Lo Truglio,6.825
Joe Mande,6.1
Joe Manganiello,5.2
Joe Mantegna,7.75
Joe Mantello,7.4
Joe Morton,6.5
Joe Murray,7.0
Joe Nunez,7.6
Joe Odagiri,7.95
Joe Pantoliano,6.925000000000001
Joe Perrino,5.4
Joe Pesci,8.049999999999999
Joe Pingue,5.366666666666667
Joe Quesada,4.9
Joe Renton,7.7
Joe Rogan,7.45
Joe Sanfelippo,8.0
Joe Savino,7.2
Joe Seneca,6.0
Joe Sheridan,7.9
Joe Spano,7.7
Joe Spinell,7.699999999999999
Joe Starr,8.3
Joe Stevenson,8.4
Joe Szula,6.3
Joe Taslim,7.0
Joe Thomas,7.9
Joe Torry,5.65
Joe Whyte,7.1
Joe Zieja,7.1
Joel Basman,6.85
Joel Bosqued,5.3
Joel Bramona,7.7
Joel Courtney,5.3500000000000005
Joel Creasey,6.5
Joel David Moore,4.25
Joel Dawson,6.7
Joel Dommett,5.4
Joel Edgerton,6.660000000000001
Joel Fry,6.2
Joel Gretsch,7.3
Joel Heyman,8.3
Joel Hodgson,8.5
Joel Joan,6.7
Joel Kinnaman,8.35
Joel Marsh Garland,6.25
Joel McCoy,4.3
Joel McHale,6.8999999999999995
Joel McVeagh,5.35
Joel Murray,6.966666666666666
Joel Nagle,4.4
Joel Rush,7.9
Joel Steingold,6.6
Joel Tobeck,6.6
Joel Virgel,5.1
Joel de la Fuente,7.1
Joeley Gibson,4.3
Joelle Carter,6.8
Joelle Hannah,6.3
Joelle Lu,7.1
Joelle Rizk,6.3
Joely Fisher,4.95
Joely Richardson,6.540000000000001
Joem Bascon,5.95
Joep Vermolen,7.6
Joey Batey,7.333333333333333
Joey Bicicchi,5.6
Joey Bishop,7.7
Joey Bragg,5.75
Joey Camen,5.966666666666666
Joey D'Auria,3.6
Joey Diaz,7.2
Joey Guila,5.3
Joey Kern,5.449999999999999
Joey King,6.460000000000001
Joey Klein,5.7
Joey Lauren Adams,6.466666666666668
Joey Lotsko,6.1
Joey Marquez,6.3
Joey Oglesby,7.5
Joey Paras,6.9
Joey Rasdien,7.3
Joey Russo,6.8
Joey Starr,7.9
Joey Yung,5.8
Jogi,7.6
Johan Cruyff,7.3
Johan Heldenbergh,6.85
Johan van Assche,7.8
Johana Blendl,2.5
Johann Dionnet,6.7
Johann von Bülow,6.5
Johanna Braddy,6.7
Johanna Colón,6.3
Johanna Fadul,6.8
Johanna Francella,4.1
Johanna Gastdorf,6.7
Johanna af Schultén,6.0
Johannah Newmarch,5.6
Johannes Krisch,7.4
Johannes Kuhnke,7.4
Johannes Lassen,6.9
Johannes Zeiler,6.7
John Abbott,6.7
John Abraham,6.0
John Allen Nelson,6.2
John Amos,7.2
John Apicella,6.3
John Arcilla,6.44
John Barrowman,7.5
John Beasley,5.3
John Bedford Lloyd,6.3
John Benjamin Hickey,6.859999999999999
John Bently,5.8
John Billingsley,7.5
John Bourgeois,4.4
John Boyega,7.225
John Brascia,7.6
John Brodsky,3.9
John Brotherton,6.8
John Brumpton,6.9
John Buffalo Mailer,2.8
John C. McGinley,6.466666666666666
John C. Reilly,6.81
John Cameron,7.5
John Cameron Mitchell,6.4
John Candy,6.9
John Canoe,7.1
John Carroll,7.2
John Carroll Lynch,7.133333333333332
John Cassavetes,8.0
John Cassini,6.9
John Cenatiempo,6.4
John Chapman,5.9
John Charles Njie,4.9
John Cho,6.4
John Clarence Stewart,6.8
John Cleese,6.636842105263158
John Cleland,5.9
John Colicos,5.6
John Connors,6.4
John Corbett,5.075
John Cothran,6.9
John Cullum,6.7
John Cusack,5.7
John Cygan,1.6
John D'Leo,6.3
John D. Hickman,5.7
John DeLuca,5.1
John DeSantis,5.5
John Di Benedetto,6.1
John DiMaggio,6.7875
John Diehl,6.9
John Doman,7.06
John Doughty,7.1
John Douglas Thompson,5.3
John Ducey,5.65
John Duff,5.7
John Dugan,6.2
John Dumelo,6.3
John Dunsworth,6.975
John Earl Jelks,6.6
John Early,6.85
John Eby,6.8
John Edward Lee,5.2
John Ennis,5.5
John Eric Bentley,6.6
John Estrada,6.666666666666667
John Farley,5.4
John Fashanu,6.5
John Finnegan,7.2
John Fiore,6.4
John Fleck,6.0
John Francis Daley,6.8
John Franklin III,8.5
John Gallagher Jr.,7.033333333333334
John Galliano,6.4
John Gatins,7.1
John Gemberling,6.05
John Gertz,6.9
John Getz,6.5
John Gleeson Connolly,4.5
John Goodluck,7.0
John Goodman,6.711111111111111
John Gray,5.5
John Grisham,7.3
John Guerrasio,5.3
John Halbach,6.9
John Hannah,7.266666666666667
John Hannan,7.2
John Hawkes,7.0
John Heard,6.0
John Heffernan,7.5
John Heffron,5.6
John Hennigan,4.2
John Henry Faulk,6.2
John Hodgman,6.0
John Hollingworth,8.1
John Hurt,7.219999999999999
John Huston,6.8
John Jackson Hunter,6.5
John Kani,7.3
John Kapelos,6.1
John Karna,7.3
John Kassir,5.366666666666667
John Kennedy,7.9
John Kerry,5.8
John Keyser,6.9
John Kottoly,7.9
John Krasinski,6.925000000000001
John Krisiukenas,6.0
John Lapus,6.8
John Larroquette,6.300000000000001
John Laurie,5.2
John Le Mesurier,5.2
John Leary,7.3
John Leguizamo,6.833333333333333
John Lennon,7.1
John Lewis,8.0
John Lithgow,7.266666666666666
John Lloyd Cruz,6.514285714285713
John Lloyd Young,6.8
John Lone,6.2
John Lynch,7.0
John Maclaren,5.8
John Macmillan,7.7
John Magaro,6.6
John Mahoney,7.533333333333334
John Malkovich,6.222222222222222
John Manalo,6.3
John Mark Loudermilk,6.25
John Marley,6.2
John Marshall Jones,5.9
John McEnroe,7.25
John McGrath,7.1
John Mellencamp,6.6
John Merriman,6.2
John Michael Higgins,5.6909090909090905
John Mulaney,7.624999999999999
John Munro Cameron,5.7
John Musker,7.1
John Novak,7.8
John O'Hurley,4.3
John Oliver,5.4
John Ortiz,6.733333333333333
John Owen Lowe,6.1
John P. Fowler,3.1
John Pankow,7.8
John Pappas,5.3
John Patrick Amedori,5.449999999999999
John Paul Kakos,5.7
John Paul Tremblay,6.519999999999999
John Philbin,7.0
John Pirruccello,5.3
John Pleshette,7.3
John Procaccino,6.7
John Ralston,5.925000000000001
John Ratzenberger,5.0249999999999995
John Reynolds,5.9
John Rhys-Davies,7.742857142857143
John Ritter,8.0
John Roberts,5.7
John Robinson,3.4
John Roohinian,7.2
John Rubinstein,6.2
John Salthouse,7.3
John Saxon,7.7
John Schneider,4.933333333333333
John Schuck,3.9
John Schuhmacher,7.4
John Sessions,6.4
John Shrapnel,6.7
John Simm,7.5
John Singleton,7.9
John Slattery,7.449999999999999
John Sparkes,7.4799999999999995
John Spencer,8.8
John Stamos,6.6000000000000005
John Stanton,5.0
John Steadman,6.4
John Stephenson,6.3
John Stocker,6.2
John Strong,5.7
John Sumner,6.2
John Swasey,6.6
John Tartaglia,7.025
John Tench,6.1
John Terry,5.8
John Thorsen,6.3
John Travolta,6.7700000000000005
John Tui,6.6
John Turturro,6.583333333333333
John Vernon,6.2
John Vijay,6.466666666666666
John Voldstad,6.9
John Walton,7.8
John Waters,8.3
John Wayne,7.6
John Witherspoon,5.9
John Woodnutt,4.5
John Wright Jr.,5.6
John Álex Toro,6.9
John-Paul Howard,4.6
John-Paul Lavoisier,4.4
Johnathan Nieves,5.2
Johnathan Tchaikovsky,7.2
Johnathon Schaech,5.057142857142857
Johnnas Oliva,7.6
Johnny Baweja,3.1
Johnny Depp,6.728571428571428
Johnny Fay,7.8
Johnny Flynn,6.7
Johnny Galecki,5.6
Johnny Hao,8.3
Johnny Harris,4.3
Johnny Huang,6.5
Johnny Knoxville,5.685714285714286
Johnny Lever,5.05
Johnny Lewis,6.5
Johnny Lu,7.3
Johnny M. Wu,5.6
Johnny Messner,5.25
Johnny Nguyen,6.5
Johnny Ortiz,7.8
Johnny Pemberton,7.15
Johnny Ray Gill,8.3
Johnny Revilla,6.7
Johnny Rose,6.366666666666667
Johnny Selema,6.8
Johnny Simmons,6.416666666666667
Johnny Wactor,5.3
Johnny Weir,7.6
Johnny Yan,6.7
Johnny Yang,6.8
Johnny Yong Bosch,6.290909090909091
Johntae Lipscomb,6.0
Johny Antony,6.9
Johny Lever,5.862499999999999
Joivan Wade,7.5
Jojo Goh,5.9
Jojo Riguerra,7.5
Jojo Struys,7.5
Joju George,5.65
Joke Emmers,7.8
Joke Silva,5.4750000000000005
Joko Anwar,6.85
Joko Winterscheidt,7.7
Jolanta Lothe,7.6
Jolene Blalock,7.5
Jolente De Keersmaeker,6.4
Jolie Jenkins,7.5
Jolie Vanier,4.7
Jolijn Henneman,4.55
Jolin Chien,7.65
Joman Chiang,7.2
Jomari Angeles,6.7
Jomjaoi Sae-Limh,7.6
Jon Abrahams,6.2
Jon Arias,7.1
Jon Arthur,5.9
Jon Bass,7.0
Jon Bernthal,6.76
Jon Cryer,6.050000000000001
Jon DeVries,6.9
Jon Eyez,7.5
Jon Favreau,6.3125
Jon Fletcher,5.4
Jon Foo,7.8
Jon Freda,6.3
Jon Gabrus,6.25
Jon Galanis,3.3
Jon Gries,6.4
Jon Gupta,7.4
Jon Hamm,7.166666666666667
Jon Heder,5.8
Jon Huber,4.6
Jon Jon Briones,7.3
Jon Kit Lee,5.3
Jon Kortajarena,6.975
Jon Lange,6.9
Jon Lovitz,4.975
Jon Lucas,5.9
Jon McLaren,5.3
Jon Osbeck,5.3
Jon Plazaola,4.8
Jon Polito,7.6
Jon Pollard,7.8
Jon Prasida,6.0
Jon Prescott,4.5
Jon Reep,6.1
Jon Seda,6.6
Jon Stewart,6.800000000000001
Jon Tenney,5.3
Jon Voight,6.6000000000000005
Jon Øigarden,6.6
Jon-Paul Bell,7.1
Jonah Hauer-King,5.1
Jonah Hill,6.7625
Jonah Lees,5.9
Jonah Mussolino,7.5
Jonah Ray,8.0
Jonah Weinberg,4.8
Jonah Wineberg,5.9
Jonas Armstrong,7.3
Jonas Bloquet,6.2
Jonas Leite,7.8
Jonas Nay,7.1
Jonas Strand Gravli,7.5
Jonatan Rodriguez,5.1
Jonathan Adams,6.8
Jonathan Aris,8.1
Jonathan Bailey,7.359999999999999
Jonathan Baker,5.2
Jonathan Banks,7.5600000000000005
Jonathan Barnwell,8.1
Jonathan Bennett,4.5
Jonathan Berlin,7.7
Jonathan Blake,6.6
Jonathan Boynton-Lee,6.6
Jonathan Cherry,6.5
Jonathan Cohen,5.6
Jonathan Craig WIlliams,6.6
Jonathan Daviss,7.6
Jonathan Dumontier,8.3
Jonathan Espinoza,7.3
Jonathan Frakes,6.85
Jonathan Groff,7.966666666666666
Jonathan Haagensen,7.766666666666666
Jonathan Higgins,6.1
Jonathan Holmes,5.5
Jonathan Horvath,7.0
Jonathan Hyde,7.4
Jonathan Katz,5.6
Jonathan Ke Quan,7.6
Jonathan Keltz,6.65
Jonathan Kerrigan,7.7
Jonathan Kim,6.2
Jonathan Kwesi Aikins,6.7
Jonathan Kydd,6.5
Jonathan Lajoie,5.5
Jonathan Lambert,7.0
Jonathan Langdon,7.3
Jonathan Lipnicki,5.7
Jonathan Lipow,6.533333333333334
Jonathan Loughran,6.166666666666667
Jonathan Love,7.2
Jonathan Majors,6.85
Jonathan Mangum,3.8
Jonathan Martin,5.6
Jonathan Morgan Heit,6.0
Jonathan Mulia,7.6
Jonathan Park,6.4
Jonathan Patrick Moore,4.3
Jonathan Potts,6.2
Jonathan Pryce,6.3999999999999995
Jonathan Rhys Meyers,7.220000000000001
Jonathan Rosenthal,5.0
Jonathan Sadowski,6.175000000000001
Jonathan Sagall,8.9
Jonathan Sandor,7.4
Jonathan Scarfe,6.1
Jonathan Scott,8.3
Jonathan Silverman,4.1
Jonathan Slavin,5.7
Jonathan Torrens,7.9
Jonathan Tucker,7.300000000000001
Jonathan Van Ness,7.025
Jonathan Walker,7.0
Jonathan Watton,4.6
Jonathan Whitesell,5.6
Jonathan Wilson,6.7
Jonathan Winters,5.35
Jonathan Wu,6.6
Jonathan Yunger,6.8
Jonell Green,5.8
Jong-chan Na,5.5
Jong-hwan Choi,7.6
Jong-hyun Lee,6.8
Jong-jun Jeong,8.2
Jonita,5.6
Jonna Järnefelt,8.1
Jonna Walsh,4.7
Jonny Coyne,6.4
Jonny Cruz,7.3
Jonny Lee Miller,6.866666666666667
Jonny Rees,6.6
Jonny Sweet,4.5
Jonny Weston,6.633333333333333
Jonquil Goode,6.833333333333333
Jonás Beramí,7.5
Joo Jin-mo,5.7
Joo Won,8.0
Joo-hyuk Kim,7.4
Joo-hyun Kim,6.7
Joo-hyung Park,6.8
Joo-yeon Lee,5.6
Joon-hyuk Lee,8.6
Joon-seok Song,4.9
Joonas Saartamo,5.8
Joonas Suotamo,6.95
Joong-hoon Park,8.0
Joosje Duk,6.7
Jordan Belfi,7.7
Jordan Black,5.5
Jordan Bolger,6.0
Jordan Calloway,5.6
Jordan Carlos,5.9
Jordan Chan,6.433333333333334
Jordan Clark,6.599999999999999
Jordan Coulson,7.5
Jordan Fisher,6.975
Jordan Fry,6.6
Jordan Gavaris,6.1
Jordan Gelber,6.8
Jordan Hare,6.0
Jordan Hayes,6.199999999999999
Jordan Lane Price,6.7
Jordan Mifsud,7.2
Jordan Mooney,6.5
Jordan Padreira,4.4
Jordan Peele,7.3
Jordan Poole,6.15
Jordan Prentice,5.6
Jordan Rock,5.3
Jordan Rodrigues,7.75
Jordan Sandhu,5.0
Jordan T. Wilson,5.3
Jordan Theodore,4.3
Jordan Todosey,6.4
Jordan Ver Hoeve,6.8
Jordan Voon,5.9
Jordan Whalen,5.4
Jordana Beatty,4.3
Jordana Brewster,5.0
Jordana Largy,4.1
Jordana Spiro,5.8
Jordi Cruyff,8.0
Jordi Martínez,8.6
Jordi Mollà,6.6
Jordi Planas,6.5
Jordi Sánchez,5.5
Jordi Vilasuso,6.3
Jordi Vilches,5.5
Jordin Sparks,4.35
Jordu Schell,6.1
Jordyn Ashley Olson,5.3
Jordyn Raya James,6.0
Joren Seldeslachts,7.8
Jorge A. Jiménez,7.05
Jorge Andreu,6.4
Jorge Antonio Guerrero,7.6
Jorge Asín,5.5
Jorge Basanta,6.2
Jorge Blanco,5.5
Jorge Bolani,7.0
Jorge Bosch,6.7
Jorge Caballero,7.2
Jorge Cabrera,7.2
Jorge Calderon,6.8
Jorge Cao,7.9
