actor,imdb_mean
Tomer Kapon,7.166666666666667
Tomer Sisley,7.6
Tomi May,6.3
Tomiwa Edun,6.9
Tomiwa Kukoyi,6.5
Tomiwa Tegbe,7.55
Tommaso Basili,8.0
Tommaso Buscetta,6.8
Tommaso Paradiso,5.3
Tommaso Ragno,7.65
Tommi Korpela,8.1
Tommie-Amber Pirie,5.5
Tommy 'Tiny' Lister,6.4
Tommy Avallone,7.1
Tommy Caldwell,7.3
Tommy Cash,5.4
Tommy Chong,6.4
Tommy Davidson,5.5
Tommy Esguerra,7.4
Tommy Flanagan,6.35
Tommy James Murphy,6.5
Tommy Karlsen,8.0
Tommy Kenter,7.2
Tommy Kijas,4.6
Tommy Kuan,4.6
Tommy Lee Baïk,7.0
Tommy Lee Jones,6.6125
Tommy Lewis,6.85
Tommy Limmm,4.5
Tommy McDonnell,7.4
Tommy Miller,8.3
Tommy Morrison,5.3
Tommy Nohilly,6.0
Tommy Párraga,6.2
Tommy Ramone,6.7
Tommy Redmond Hicks,6.6
Tommy Swerdlow,6.65
Tommy Tiernan,8.4
Tommy Vasquez,7.233333333333334
Tommy Wiseau,7.4
Tommy Yuen,6.2
Tommy the Clown,7.1
Tomo Muranaka,6.4
Tomo Sakurai,7.5
Tomoaki Maeno,6.7
Tomoharu Hasegawa,7.2
Tomohiro Kaku,7.1
Tomohiro Kamiyama,7.15
Tomohiro Shiozaki,6.2
Tomohiro Tsuboi,7.8
Tomohisa Hashizume,8.9
Tomoka Kuzutani,6.8
Tomokazu Seki,7.500000000000001
Tomokazu Sugita,6.923076923076923
Tomoko Fujita,7.2
Tomoko Kobashi,5.6
Tomoko Miyadera,7.050000000000001
Tomomi Maruyama,7.25
Tomomi Yamakawa,6.8
Tomori Kusunoki,6.8
Tomoya Maeno,6.4
Tomoya Nakamura,5.3
Tomoyo Chujo,6.8
Tomoyuki Shimura,6.2
Tomás Hanák,5.9
Tomás Manterola,7.7
Tomás Ottaviano,5.4
Tomás Pozzi,5.5
Tomás Raimondi,6.4
Tomás Ruiz,6.8
Tomás Wahrmann,6.1
Tomás Wicz,6.4
Tomás del Estal,6.9
Tone Bell,6.8
Tone-Loc,5.8
Toney Montana,7.0
Toni Braxton,5.9
Toni Collette,6.175
Toni Gomila,6.7
Toni Gonzaga,6.875
Toni O'Rourke,6.4
Toni Sevilla,4.5
Toni Tones,6.0
Tonton Gutierrez,5.9
Tony Alatis,6.0
Tony Amendola,7.449999999999999
Tony Azzolino,6.1
Tony B. Lesika,7.0
Tony Benn,7.2
Tony Bentley,5.6
Tony Bonner,6.9
Tony Briggs,6.4
Tony Burton,6.575
Tony Cacciotti,6.4
Tony Caprari,5.7
Tony Cavalero,5.2
Tony Ciccone,2.8
Tony Curran,7.0
Tony D. Head,5.4
Tony Dalton,7.1
Tony Danza,7.0
Tony Darling,6.8
Tony Darrow,7.933333333333333
Tony Dulzaidez,6.2
Tony Eusoff,5.2
Tony Finnegan,6.6
Tony Garza,7.3
Tony Genaro,6.199999999999999
Tony Goldwyn,6.94
Tony Hale,6.69
Tony Hawk,4.9
Tony Jaa,5.8999999999999995
Tony Jay,6.4
Tony Kgoroge,6.3
Tony King,5.7
Tony Labrusca,6.2
Tony Law,6.9
Tony Leondis,6.3
Tony Leung Chiu Wai,5.9
Tony Leung Chiu-wai,6.6
Tony Leung Ka Fai,4.9
Tony Leung Ka-fai,7.4
Tony Luke,7.8
Tony Martin,7.15
Tony Massil,6.9
Tony McCoy,6.5
Tony Nappo,7.5
Tony Nikolakopoulos,6.5
Tony Oliver,8.5
Tony Panterra,5.8
Tony Parker,6.8
Tony Pitts,8.8
Tony Plana,6.4
Tony Quinones,8.8
Tony Revolori,5.833333333333333
Tony Robbins,6.7
Tony Robinow,7.3
Tony Rohr,6.5
Tony Sampson,7.3
Tony Schiena,5.8
Tony Shalhoub,6.475
Tony Spitz,4.3
Tony Sun,6.7
Tony Todd,5.2375
Tony Tsz-Tung Wu,6.7
Tony Way,7.300000000000001
Tony Yang,6.7
Tonya Kay,4.6
Tonya Rapley,6.8
Tonye Patano,7.300000000000001
Tooni Afolayan,6.3
Tope Tedela,4.95
Topher Grace,6.9125
Topol,8.0
Topp Dogg,6.2
Toprak Sergen,5.6
Tor Techathuwanan,8.3
Tora Sudiro,6.6
Torfinn Nag,6.3
Tori Anderson,7.3
Tori Kristiansen,5.7
Tori Osborn,4.3
Tori Spelling,6.2
Torrance Coombs,7.5
Torsten Michaelis,5.5
Toru Furuya,6.7
Toru Kazama,8.4
Toru Nara,8.2
Toru Okawa,7.3
Toru Watanabe,6.5
Tory Belleci,6.9
Tory Freeth,5.4
Tory Kittles,6.4
Tory Trowbridge,5.9
Tosatid Darnkhuntod,6.050000000000001
Toshihiko Seki,8.100000000000001
Toshiki Ayata,7.95
Toshiki Masuda,6.7
Toshinori Omi,7.3
Toshiro Hisaki,6.9
Toshiyuki Morikawa,7.2
Toshiyuki Toyonaga,7.5
Tosin Cole,6.0
Tota Roy Chowdhury,7.3
Toto Vega,7.5
Tovino Thomas,7.3
Towanda Braxton,5.9
Toya Turner,6.8
Toygan Avanoğlu,4.4
Toyin Abraham,5.8999999999999995
Toyin Aimakhu,5.2
Toyin Oshinaike,5.8
Toyosi Benjamin,6.3
Toño Valdés,6.4
Toño Vega,6.2
Trace Adkins,5.95
Trace Beaulieu,8.5
Tracee Chimo,7.2
Tracee Ellis Ross,7.2
Tracey Ashley,6.2
Tracey Gold,5.1
Tracey Hoyt,6.5
Tracey Ullman,6.4
Tracey Walter,6.3
Traci Ann Wolfe,7.7
Traci Braxton,5.9
Traci Lords,6.5
Tracie Thoms,4.9
Tracy Ann Oberman,8.2
Tracy Davis,5.4
Tracy Letts,7.1000000000000005
Tracy Lynn Cruz,6.45
Tracy Middendorf,7.3
Tracy Morgan,6.533333333333334
Tracy Pfau,5.1
Tracy Vilar,4.2
Trae Ireland,6.4
Trae Robin,5.2
Trang Le Hong,7.1
Trapa Majumder,6.9
Travaris Spears,5.7
Travis Dresden,5.7
Travis Hammer,4.2
Travis McCoy,4.4
Travis Mills,7.2
Travis Nelson,7.5
Travis Scott,6.3
Travis Tope,5.3
Travis Turner,5.26
Travis Van Winkle,6.5
Travis Willingham,6.279999999999999
Treat Williams,5.6
Tremaine Brown,8.3
Trent 'Maxi' Maxwell,7.6
Trent Brya,4.4
Trent Haaga,5.6
Tress MacNeille,5.925000000000001
Trestin George,7.5
Trevante Rhodes,6.7
Trevor Berbick,7.5
Trevor Dawkins,4.3
Trevor Devall,6.1000000000000005
Trevor Einhorn,7.05
Trevor Fox,7.7
Trevor Gagnon,4.7
Trevor Howard,7.7
Trevor Jackson,6.1
Trevor Long,6.2
Trevor Noah,7.3
Trevor Peacock,6.199999999999999
Trevor St. John,6.733333333333333
Trevor Tordjman,6.433333333333333
Trevor White,6.2
Trey Edward Shults,7.2
Trey Gondokusumo,6.6
Trey McCurley,5.6
Trey Parker,6.5
Trey Schafer,3.7
Trey Tucker,6.4
Trezzo Mahoro,5.9
Tricia Helfer,8.1
Tricia Leigh Fisher,6.5
Tricia Paoluccio,6.3
Tridha Choudhury,7.8
Trieste Kelly Dunn,4.6
Trieu Tran,5.0
Trilby Glover,6.0
Trilok Kapoor,6.7
Trimala Adhikari,5.533333333333334
Trin Miller,5.1
Trina Braxton,5.9
Trine Wiggen,5.1
Trinidad González,8.0
Tripti Dimri,5.95
Trish Stratus,5.8
Trisha Kale,6.0
Trisha Krishnan,7.3
Trisha LaFache,4.7
Tristan Lake Leabu,5.1
Tristen Marty-Pahtaykan,7.3
Tristán,7.8
Tristán Ulloa,7.4
Troi Zee,6.2
Troian Bellisario,6.8
Trond Fausa,7.466666666666666
Trond Halbo,5.1
Troy Anthony Hogan,4.9
Troy Baker,6.4
Troy Gentile,5.5
Troy Iwata,7.5
Troy Leigh-Anne Johnson,5.4
Trpimir Jurkic,6.7
Trudi Conradie,5.7
Trudy Goodman,8.3
Trula Hoosier,6.6
Trupti Khamkar,8.2
Trupti Toradmal,5.9
Trystan Pütter,7.1
Tsahi Halevi,6.949999999999999
Tsai Chen-nan,4.3999999999999995
Tsai Yi-chen,5.5
Tsao Yu-ning,7.0
Tseng Ching-hua,7.3
Tshepo Maseko,5.8
Tsholofelo Matshaba,4.8
Tsisia Qumsishvili,7.4
Tsubasa Honda,8.5
Tsubasa Yonaga,6.4
Tsui Ling Yu,7.0
Tsulan Cooper,6.0
Tsung-Hua To,6.5
Tsuyoshi Abe,7.7
Tsuyoshi Ihara,6.45
Tsuyoshi Koyama,7.2
Tsuyoshi Muro,6.1
Tsuyoshi Takishita,7.2
Tu Nokwe,7.7
Tuba Büyüküstün,7.1
Tuba Ünsal,7.0
Tuc Watkins,7.0
Tucker Albrizzi,7.0
Tucker Chandler,7.1
Tucker Smallwood,5.2
Tuesday Weld,7.3
Tuface Idibia,5.3
Tuhin Mitra,5.9
Tulip Joshi,5.6
Tumi Morake,5.45
Tuna Dwek,4.5
Tuna Orhan,4.4
Tunbosun Aiyedehin,7.25
Tuncel Kurtiz,8.6
Tuncer Necmioğlu,4.2
Tuncer Salman,7.0
Tunde Adebimpe,6.7
Tuppence Middleton,6.76
"Turabi ""Turbo"" Çamkıran",5.3
Turki Al-Yusuf,7.7
Turlough Convery,4.5
Tushar Dalvi,7.566666666666666
Tushar Pandey,8.1
Tushar Phulke,4.5
Tusshar Kapoor,5.444444444444445
Tutie Kirana,7.35
Tuulia Eloranta,6.0
Tuva Novotny,6.949999999999999
Tuva Olivia Remman,5.1
Tuvana Türkay,6.550000000000001
Tuğba Melis Türk,6.7
Tuğba Sarıünal,6.1
Twinkle Khanna,5.050000000000001
Txell Aixendri,5.5
Txema Blasco,5.3
Ty Burrell,6.433333333333333
Ty Consiglio,5.1000000000000005
Ty Olsson,6.45
Ty Olwin,6.1
Ty Panitz,7.2
Ty Shelton,5.0
Ty Simpkins,6.8
Ty Wood,3.7
Tyas Mirasih,5.6
Tye Sheridan,6.68
Tye White,7.4
Tyger Drew-Honey,7.2
Tygh Runyan,7.9
Tyler Alvarez,5.85
Tyler Barish,7.2
Tyler Blackburn,6.2
Tyler Bourke,7.5
Tyler Bunch,8.5
Tyler Christopher,5.0
Tyler Coppin,5.5
Tyler Crumley,7.7
Tyler Elliot Burke,5.1
Tyler Fleming,5.1
Tyler Hanson,4.6
Tyler Hoechlin,7.0
Tyler Jacob Moore,5.9
Tyler Jade Nixon,4.4
Tyler James Williams,5.3
Tyler Jon Olson,4.6000000000000005
Tyler Joseph Campbell,4.4
Tyler Labine,6.58
Tyler Nathan,4.9
Tyler Patrick Jones,6.15
Tyler Perez,5.0
Tyler Perry,6.366666666666667
Tyler Posey,5.066666666666666
Tyler Rasch,6.8
Tyler Ritter,6.3
Tyler Ross,6.033333333333334
Tyler Sanders,3.6
Tyler Weaks,3.7
Tyler Young,5.1
Tyra Banks,5.5
Tyra Ferrell,5.4
Tyra Kristiansen,5.7
Tyree Brown,4.7
Tyreese Burnett,4.0
Tyrel Jackson Williams,6.0
Tyrese Gibson,5.65
Tyrone Benskin,5.7
Tyrone Huggins,7.5
Tyrone Keogh,5.8
Tyrone Parsons,7.766666666666667
Tyson Ritter,5.75
Tzi Ma,6.5
Tzu-Chuan Liu,7.4
Tzu-chiang Chao,7.5
Táta Vega,7.4
Téa Leoni,7.25
Tómas Lemarquis,6.2
Tülay Bursa,7.4
Tülay Günal,5.4
Tülin Özen,8.0
Türkü Turan,6.0
U-ie,6.7
U-kwon,5.2
Uche Jumbo,6.074999999999999
Uday Tikekar,5.4
Udaya Soundari,5.5
Udhay,2.3
Udhayanidhi Stalin,8.5
Udo Kier,7.4
Udo Kroschwald,6.6000000000000005
Udo Samel,6.6
Udoka Onyeka,6.3
Udoka Oyeka,6.35
Ufoma Ejenobor,6.0
Ufuk Şen,5.8
Ufuoma McDermott,5.4
Ugam Khetani,6.5
Ulaş Torun,6.75
Uli Latukefu,8.0
Ulka Gupta,6.85
Ullas Jose Chemban,8.0
Ulrich Mühe,6.95
Ulrich Noethen,5.5
Ulrich Thomsen,6.15
Ulrich Tukur,8.4
Ulvi Alacakaptan,6.3
Uly Schlesinger,5.6
Ulyana Chan,3.4
Um Apasiri Nitibhon,6.9
Um Chae-young,6.7
Um Hyo-sup,7.8
Um Sang-hyun,7.0
Uma Thurman,6.5
Umang Jain,6.4
Umesh Jagtap,6.533333333333334
Umesh Kamat,7.05
Umesh Shukla,3.8
Umesh Tamang,6.9
Umika Kawashima,7.1
Umut Kırcalı,6.7
Umut Tanyolu,8.0
Una Stubbs,8.0
Unax Ugalde,7.15
Ungsumalynn Sirapatsakmetha,7.1
Unnop Chanpaibool,7.1
Unsho Ishizuka,7.066666666666666
Upen Patel,6.75
Upendra Limaye,7.2
Upyendra Limaye,7.2
Uqasha Senrose,6.2
Urara Takano,5.4
Uraz Kaygılaroğlu,7.4
Uriah Shelton,6.1
Uriel del Toro,7.3
Urmila Kanitkar,8.0
Urmila Mahanta,7.9
Urmila Matondkar,5.985714285714286
Urs Rechn,6.6
Ursula Reit,7.8
Ursula Stolf,5.6
Ursula Strauss,7.4
Urszula Dudziak,5.5
Uru Eke,6.533333333333334
Urvashi,7.15
Urvashi Rautela,5.6
Urwa Hocane,5.1
Urzila Carlson,6.0
Usain Bolt,7.1
Usha Jadhav,5.633333333333334
Usha Kiran,8.0
Usha Nadkarni,6.966666666666666
Usha Naik,5.7
Usha Uthup,5.3
Ushan Çakır,8.0
Usher Barilka,7.0
Usher Raymond,1.6
Ushio Shinohara,7.2
Usman Mukhtar,7.1
Usop Wilcha,4.4
Utkarsh Ambudkar,5.4
Utkarsh Mazumdar,6.6
Utpal Dutt,6.0
Utpal Sawant,7.3
Uttam Kumar,4.6
Uttara Baokar,7.0
Uwe Preuss,6.5
Uzo Aduba,6.8
Uzor Arukwe,5.7
Uzor Osimkpa,7.3
Uğur Bilgin,5.8
Uğur Demirpehlivan,4.9
V. K. Naresh,3.3
V.M. Badola,7.1
VIXX,6.2
VK Naresh,7.8
Vachirawich Aranthanawong,8.1
Vadivelu,7.6
Vahid Gold,7.0
Vahldin Prelic,3.3
Vaibhav Mangale,6.066666666666666
Vaibhav Raj Gupta,4.9
Vaibhav Reddy,6.1
Vaidehi Parshurami,8.6
Vaidotas Martinaitis,6.6
Vaidya Advai,5.2
Vaishnavi Dhanraj,5.6
Vaishwath Shankar,5.6
Vajèn van den Bosch,6.4
Val Kilmer,6.4
Valarie Pettiford,5.7
Valentijn Dhaenens,8.1
Valentin Ganev,7.0
Valentin Merlet,7.4
Valentin Popescu,6.6
Valentina Acosta,7.6
Valentina Cervi,6.85
Valeria Alonso,5.0
Valeria Bertuccelli,6.85
Valeria Bilello,5.7
Valeria Cotto,7.6
Valeria Emiliani,6.3
Valeria Golino,8.0
Valeria Gálviz,7.050000000000001
Valeria Schoneveld,7.2
Valeria Seciu,6.6
Valeria Shkirando,6.5
Valeria Vera,4.3
Valerie Arem,8.0
Valerie Bader,5.5
Valerie Bertinelli,7.8
Valerie Chow,7.9
Valerie Harper,7.15
Valerie Landsburg,7.3
Valerie Mahaffey,4.5
Valerie Tian,6.0
Valerie Vernon,6.9
Valerie Wildman,5.8
Valerio Mastandrea,6.85
Valeriya Polyanychko,6.0
Valin Shinyei,6.5
Valsala Menon,6.6
Valur Freyr Einarsson,7.1
Valérie Bonneton,5.9
Valérie Damidot,5.8
Vamsi raj Nekkanti,7.2
Van Hansis,6.9
Van Veronica Ngo,6.6
Vance Banzo,7.3
Vance Larena,5.6
Vanda Margraf,7.0
Vandana Gupte,6.875
Vandana Hart,7.5
Vanesa González,6.05
Vanesha Prescilla,6.675000000000001
Vanessa Aleksander,7.1
Vanessa Angel,6.9
Vanessa Bauche,7.199999999999999
Vanessa Bayer,5.933333333333334
Vanessa Bell Calloway,5.5
Vanessa Chaplot,7.3
Vanessa Guide,4.6
Vanessa Haywood,7.9
Vanessa Howard,6.8
Vanessa Hudgens,6.0
Vanessa Kirby,7.32
Vanessa Lengies,6.8
Vanessa Marano,5.3
Vanessa Marshall,5.9
Vanessa Morgan,5.85
Vanessa Paradis,8.3
Vanessa Pose,7.3
Vanessa Redgrave,7.4799999999999995
Vanessa Rubio,7.7
Vanessa Williams,6.3999999999999995
Vaneza Oliveira,7.4
Vangie Labalan,7.7
Vania Gill,6.5
Vanilla Ice,4.8
Vannapoom Songsuparp,5.5
Vanness Wu,7.0249999999999995
Vansh Bhardwaj,8.4
Varalakshmi Sarathkumar,6.466666666666666
Varatta Vajrathon,4.0
Vargus Mason,5.6
Varoon Kessop,5.3
Varot Makaduangkeo,5.7
Varsha Usgaonkar,5.75
Varun Bandola,7.3
Varun Dhawan,5.6000000000000005
Varun Kapoor,6.4
Varun Khandelwal,5.5
Varun Khettry,8.2
Varun Mehra,4.2
Varun Sharma,5.8999999999999995
Varun Thakur,4.1
Varzu,8.3
Vasana Chalakorn,5.2
Vasanth Ravi,7.5
Vassili Zappa,6.5
Vasu Vikram,6.1
Vasuki,8.1
Vasundhara Kaul,5.0
Vasundhara Rajput,7.5
Vathusiri Phuwapunyasiri,6.0
Vatsal Dubey,4.3
Vatsal Seth,5.35
Vaughn Taylor,8.0
Vauxhall Jermaine,6.6
Vayu Kessuvit,7.6
Veanne Cox,5.9
Vebjørn Enger,6.0
Vector,6.2
Ved Rao,6.6
Ved Thappar,6.9
Vedabrata Rao,7.4
Vedashree Rao,7.7
Vedat Erincin,6.5
Vedika,7.6
Veena Gaud,7.3
Veena Jamkar,6.925
Veena Malik,6.2
Veena Nair,7.1
Veena Sundar,7.9
Veeni Paranjape Joglekar,7.8
Veer Rajwant Singh,5.0
Veera Kapur Ee,6.5
Veera Saxena,7.0
Veerendra Saxena,6.5
Veerle Baetens,8.1
Veeru Krishnan,6.2
Vega Tamotia,7.3
Vega Tsai,7.7
Vegar Hoel,7.4
Vela Ramamoorthy,7.4
Velibor Topic,6.3
Vella Lovell,7.8
Vengo Gao,6.8
Venkatesh Harinathan,7.0
Venkatesh Kakumanu,7.9
Vennela Kishore,5.6000000000000005
Venus Wong,5.2
Vera Chen,4.8
Vera Cherny,5.4
Vera Farmiga,7.728571428571428
Vera Panfilova,7.4
Vera Yen,5.3
Vera-Ellen,7.6
Verdi Solaiman,6.800000000000001
Verna Bloom,7.4
Verne Troyer,5.8500000000000005
Vernon Dobtcheff,7.9
Vernon Vaughn,5.8
Vernon Wells,5.0
Veronica Cartwright,6.2
Veronica Falcón,7.9
Veronica Hampson,3.9
Veronica Osorio,6.3
Veronica Taylor,5.6
Veronika Bozeman,5.4
Veronika Shostak,7.2
Veruska Rossi,6.3
Very Tri Yulisman,6.3
Verónica Bravo,6.8
Verónica Castro,7.7
Verónica Echegui,6.1
Verónica Forqué,6.3
Verónica Intile,5.3
Verónica Jaspeado,8.2
Verónica Langer,7.033333333333334
Verónica Llinás,6.8
Verónica Montes,5.8
Verónica Orozco,6.3
Verónica Perrotta,7.0
Verónica Velásquez,7.1
Verónika Moral,6.05
Via Antonio,5.45
Vianey Rodríguez,7.8
Viann Zhang,7.6
Vibha Chhibber,6.8
Vibhavari Deshpande,7.7
Vibhawari Deshpande,8.1
Vic Chao,7.3
Vic Chou,5.300000000000001
Vic Mignogna,7.8
Vic Reeves,7.5
Vic Tablian,8.4
Vic Tayback,7.05
Vica Kerekes,6.3
Vice Ganda,4.56
Vicellous Shannon,4.7
Vicenta N'Dongo,7.0
Vicente Romero,6.433333333333334
Vicente Vergara,7.2
Vichuda Pindum,6.5
Vickie Papavs,6.3
Vicky Hernández,8.5
Vicky Jeudy,8.1
Vicky Kaushal,6.875
Vicky Krieps,7.1
Vicky Liang,8.2
Vicky Luengo,6.1
Vicky McClure,7.300000000000001
Vicky Peña,5.8
Vicky R,6.8
Victoire Du Bois,7.55
Victor Argo,7.0
Victor Artus Solaro,3.8
Victor Assié,6.4
Victor Banerjee,6.933333333333333
Victor Bonilla,2.2
Victor Carvalho,4.9
Victor Erabie,4.7
Victor French,6.8
Victor Garber,6.183333333333334
Victor Gojcaj,6.4
Victor Huggo Martin,6.6
Victor J. Ho,6.1
Victor Lamoglia,7.199999999999999
Victor Laplace,7.0
Victor Le Blond,5.8
Victor Leal,6.3
Victor McGuire,7.2
Victor Meutelet,5.75
Victor Mohale,5.9
Victor Neri,5.8
Victor Polster,8.1
Victor Rasuk,6.65
Victor Rivers,6.25
Victor Silayan,6.8
Victor Valdes,8.0
Victor Williams,5.3
Victor Wong,7.1
Victor Yerrid,6.233333333333333
Victoria Abril,6.8
Victoria Almeida,7.8
Victoria Baldesarra,6.449999999999999
Victoria Barabas,4.2
Victoria Bewick,6.300000000000001
Victoria Broom,4.3
Victoria Bruno,6.3
Victoria Cartagena,7.9
Victoria Clare,4.1
Victoria Diamond,6.6
Victoria Elizabeth Staley,5.7
Victoria Fairchild,7.2
Victoria Hamilton,7.85
Victoria Haralabidou,6.9
Victoria Jackson,6.9
Victoria Justice,5.74
Victoria Micheals,4.2
Victoria Monfort,6.2
Victoria Pedretti,8.0
Victoria Ramos,6.7
Victoria Smurfit,7.0
Victoria Song,7.1
Victoria Tomazelli,7.0
Victoria Trauttmansdorff,7.8
Victoria Vida,6.0
Victoria Viera,5.7
Victoria Yeates,8.4
Victoria Zeutzius,5.7
Victorio D'Alessandro,5.800000000000001
Victòria Pagès,8.6
Vidhur Rajarajan,8.0
Vidit Kumar,2.8
Vidushi Mehra,5.6
Vidya Balan,6.972727272727273
Vidya Karanjikar,6.5
Vidya Malavade,5.4
Vidya Malvade,5.6
Vidya Shankar,8.2
Vidya Sinha,7.699999999999999
Vidyadhar Joshi,6.9
Vidyullekha Raman,7.5
Vidyut Jammwal,6.15
Vidyut Jamwal,4.9
Vienna Hehir,5.8
Viet Anh Do,4.5
Viggo Mortensen,7.8999999999999995
Vihaan Samat,5.4
Vihang Nayak,3.7
Viineet Kumar,5.833333333333333
Vijay,7.6
Vijay Bhatia,8.1
Vijay Crishna,7.4
Vijay Deverakonda,4.8
Vijay Kashyap,6.8
Vijay Kaushik,6.4
Vijay Kumar,7.2
Vijay Maurya,6.200000000000001
Vijay Nikam,6.45
Vijay Pande,4.5
Vijay Raaz,6.314285714285715
Vijay S. Kumar,5.7
Vijay Sethupathi,7.433333333333334
Vijay Varma,6.8999999999999995
Vijayaraghavan,4.6
Vijayendra Ghatge,6.6
Viji Chandrasekhar,5.2
Vijilesh,7.6
Viju Khote,7.5
Vikas Bhalla,4.7
Vikas Kadam,7.3
Vikas Kumar,7.425000000000001
Vikas Pandurang Patil,8.3
Vikas Shukla,7.2
Vikas Verma,7.333333333333333
Vikram,6.5
Vikram Chatwal,6.1
Vikram Gokhale,6.271428571428571
Vikram Grover,6.1
Vikram Inamdar,7.1
Vikram Kapadia,6.2
Vikram Kochhar,2.4
Vikram Prabhu,4.7
Vikram Sakhalkar,6.9
Vikram Singh,6.1
Vikramjeet Virk,6.8
Vikrant Massey,5.799999999999999
Vikrant Singh,5.9
Vikri Septiawan,6.9
Viktor Axelsson,6.6
Viktor Saraykin,6.9
Viktoriya Agalakova,6.6
Viktoriya Isakova,6.6
Ville Virtanen,5.949999999999999
Vilma Santos,7.1
Vimal,6.8
Vin Diesel,7.15
Vin Morreale Jr.,4.4
Vinay Apte,5.4
Vinay Forrt,5.1
Vinay Jain,6.8
Vinay Pathak,7.071428571428571
Vinay Sharma,6.95
Vinay Varma,5.6
Vinaya Sungkur,5.4
Vinayakan,7.0
Vince Carter,7.1
Vince Kao,7.35
Vince Miranda,7.5
Vince Poletto,7.8
Vince Rillon,6.5
Vince Staples,6.7
Vince Swann,3.4
Vince Vaughn,6.1499999999999995
Vincent Caso,8.2
Vincent Cassel,6.4
Vincent Curatola,6.2
Vincent D'Onofrio,6.5
Vincent Ebrahim,7.3
Vincent Elbaz,6.433333333333334
Vincent Giovagnoli,5.1
Vincent Grass,6.3
Vincent Hoss-Desmarais,5.7
Vincent Kartheiser,6.583333333333333
Vincent Kok,7.2
Vincent Lacoste,7.5
Vincent Launay-Franceschini,5.2
Vincent Lindon,7.5
Vincent Londez,7.0
Vincent Martinez,5.5
Vincent Matile,4.3
Vincent McDaniel,4.2
Vincent Pastore,5.35
Vincent Piazza,6.8
Vincent Regan,5.8
Vincent Rodriguez III,7.8
Vincent Scarito,6.3
Vincent Schiavelli,6.5
Vincent Sze,6.2
Vincent Tirel,4.6
Vincent Tong,6.036363636363635
Vincent Trouilleux,8.1
Vincent Vermignon,5.2
Vincent Walsh,5.6
Vincent Ward,3.0
Vincent Wei,8.6
Vincent Zhao,6.4
Vincenzo Amato,6.4
Vincenzo Crea,2.6
Vincenzo Fabricino,7.0
Vincy Aloshious,6.6
Vineet Kumar Singh,6.0
Vineet Sharma,4.6
Vineeth Mohan,6.6
Vineeth Vishwam,8.0
Vinessa Shaw,5.266666666666667
Ving Rhames,6.449999999999999
Vinnie Jones,6.516666666666666
Vinny Sharp,5.0
Vinod Acharya,6.4
Vinod Khanna,5.733333333333333
Vinod Mehra,6.05
Vinod Nagpal,7.3999999999999995
Vinod Ramani,4.4
Vinod Rawat,4.9
Vinod Sharawat,8.5
Vinoth,7.3
Vinoth Kishan,7.6
Vinson Tran,5.3
Vinícius Garcia,7.6
Viola Davis,6.777777777777778
Viola Martinsen,6.1
Violante Placido,6.8
Violet McGraw,8.6
Violet Nelson,6.9
Violetta Schurawlow,6.5
Vipin Bhali,7.1
Vipin Sharma,6.345454545454547
Vipul Roy,4.7
Vir Das,6.011111111111111
Viraf Patel,7.9
Virast Sandhu,5.2
Virender Nath Lubana,7.9
Virendra Saxenda,6.3
Virgile Bramly,5.6
Virgilio Riento,6.5
Virginia Gardner,7.1
Virginia Louise Smith,5.8
Virginia Madsen,6.533333333333332
Virginia Williams,7.7
Virginie Efira,8.3
Virginie Fortin,6.9
Virginie Laverdure,6.6
Virginie Ledoyen,3.8
Virti Vaghani,6.2
Vishagan Vanangamudi,6.1
Vishakha Singh,6.7
Vishal,6.5
Vishal Bhosle,3.2
Vishal Kotian,7.3
Vishal Malhotra,5.266666666666667
Vishal Om Prakash,7.4
Vishal Sharma,5.0
Vishesh Bansal,8.35
Vishesh Tiwari,6.5
Vishnu Agasthya,6.5
Vishnu Vinay,5.1
Vishwa Badola,4.6
Vishwajeet Pradhan,6.0
Vishwaksen Naidu,7.9
Vishwas Kamble,6.8
Vishwas Kini,7.1
Vismaya,7.2
Vitaliya Kornienko,7.4
Vitaly Zdorovetskiy,3.6
Vithaya Pansringarm,6.75
Vito Sanz,6.666666666666667
Vito Viscuso,5.3
Vitta Mariana Barrazza,7.5
Vitthal Kale,6.0
Vittoria Puccini,7.25
Vittorio De Sica,6.5
Vitória Falcão,6.6
Viv Leacock,5.8
Viva Bianca,8.5
Viva Harsha,5.4
Vivaan Shah,5.0
Vivan Bhatena,6.0
Vivek Ghamande,7.2
Vivek Mishra,5.8
Vivek Mushran,5.4
Vivek Oberoi,5.588888888888889
Vivek Rana,5.4
Vivek Ranadivé,6.7
Vivek Shaq,5.5
Vivekanand Walake,7.4
Vivi Lee,7.099999999999999
Vivian Chan,5.9
Vivian Drew,7.1
Vivian Wu,6.6
Viviana Coles,6.2
Viviana Santos,7.6
Viviane Porto,7.4
Vivica A. Fox,5.7749999999999995
Vivien Lyra Blair,4.7
Vivienne Tseng,5.0
Viña Machado,6.8
Vlad Ivanov,5.9
Vlad Logigan,5.35
Vladimir Alenikov,3.3
Vladimir Burlakov,6.8
Vladimir Caamaño,5.6
Vladimir Kulich,5.35
Vladimir Zelenskiy,6.9
Vladimír Javorský,6.3
Vlado Mihailov,7.0
Vlasta Vrana,3.6
Vlastra Vrana,6.8
Vojislav Brajovic,7.1
Voke Victoria,5.1
Volkan Ünal,5.6
Volker Bruch,8.4
